BO Iteration,Selected SMILES,True f,UCB+nov,eta_t,novelty_mean,novelty_std,ucb_low,ucb_high,novz_low,novz_high
130,COc1ccc(CC(NC(C)=O)C(=O)NC2CCN(c3ncccc3[N+](=O)[O-])CC2)cc1,0.6455,0.82,0.0218,0.7864,0.0539,0.2775,0.8965,-13.764,3.329
131,CCOC(=O)N1CCC(NC(=O)c2ccc3c(c2)N(C)C(=O)C(=Cc2cccc(OC)c2)S3)CC1,0.6469,0.8135,0.0218,0.7863,0.0539,0.2776,0.8766,-13.761,3.332
132,CC(C)NC(=O)CN1C(=O)C(C)(C)Oc2ccc(C(=O)NC3CCCCC3)cc21,0.5927,0.8136,0.0217,0.7862,0.0539,0.2778,0.8773,-13.75,3.332
133,CCOC(=O)C1CCN(c2cc3c(cc2NC(=O)c2ccc(F)cc2)n(C)c(=O)n3C)CC1,0.6178,0.813,0.0216,0.7861,0.054,0.2777,0.8772,-13.743,3.333
134,CC(=O)c1cc(OCCc2ccc(F)cc2)c(=O)n2c1CCC2C(=O)N1CCCC1,0.2779,0.8094,0.0215,0.7858,0.054,0.2777,0.8767,-13.727,3.334
135,COc1ccc(C(=O)NC(=Cc2cccc([N+](=O)[O-])c2)C(=O)NC(CC(C)C)C(=O)O)cc1,0.586,0.8193,0.0214,0.7857,0.054,0.2763,0.8762,-13.729,3.339
136,CCOC(=O)C1CCN(C(=O)CC(NS(=O)(=O)c2ccc(OC)cc2)C(C)C)CC1,0.599,0.816,0.0214,0.7854,0.0541,0.2764,0.8763,-13.686,3.334
137,CCOC(=O)C1CCN(c2ncnc(Oc3ccc(C(=O)CC(=O)OC)cc3)c2[N+](=O)[O-])CC1,0.624,0.8099,0.0213,0.7853,0.0542,0.2763,0.8705,-13.662,3.33
138,CCOC(=O)COC1CCN(C(=O)C(C)NC(=O)c2ccc(C(=N)N)cc2)CC1,0.6064,0.8106,0.0212,0.7853,0.0542,0.2763,0.8708,-13.666,3.332
139,O=C(COC(=O)C1CC2CCCC(C1)C2=O)NNC(=O)c1ccc([N+](=O)[O-])cc1,0.5609,0.8096,0.0211,0.7853,0.0542,0.2761,0.8709,-13.662,3.331
140,CCOc1ccc(C(=O)COC(=O)c2cc([N+](=O)[O-])ccc2N2CCOCC2)cc1,0.6136,0.8096,0.0211,0.7852,0.0543,0.2761,0.8711,-13.65,3.329
141,COc1ccc(N(CC(=O)NC2CCCCC2)C(=O)CNC(=O)c2ccco2)c(OC)c1,0.6221,0.8082,0.021,0.7848,0.0545,0.2762,0.8706,-13.584,3.322
142,COC(=O)C1=C(C(=O)OC)C2N(C)c3ccc(OC)cc3C23CC(C(=O)OC)N(C(=O)C2CCC2)C3=N1,0.5495,0.8076,0.0209,0.7847,0.0546,0.276,0.8684,-13.549,3.316
143,CCOC(=O)c1ccc(NC(=O)c2c(N3CCCC3=O)c3cc(OC)ccc3n2C)cc1,0.6062,0.8073,0.0208,0.7847,0.0546,0.276,0.8685,-13.547,3.316
144,CCNc1ccc(C(=O)OCC)cc1NC(=O)c1cc(S(=O)(=O)N2CCOCC2)ccc1C,0.6016,0.808,0.0208,0.7843,0.0548,0.2759,0.8684,-13.509,3.315
145,CCOC(=O)c1cccc(NC(=O)NC(=O)N2CCN(C(=O)CN3C(=O)C(=O)c4cc([N+](=O)[O-])ccc43)CC2)c1,0.6208,0.8081,0.0207,0.784,0.0551,0.2759,0.8693,-13.426,3.302
146,COc1ccc([N+](=O)[O-])cc1NC(=O)C(C)OC(=O)CN1C(=O)C2CC=CCC2C1=O,0.5626,0.8098,0.0206,0.784,0.0551,0.2761,0.869,-13.415,3.3
147,CCOC(=O)c1ccc(N2C(=O)CC(N3CCN(C(=O)c4ccco4)CC3)C2=O)cc1,0.656,0.8075,0.0205,0.784,0.0552,0.2761,0.8691,-13.396,3.296
148,COC(=O)c1ccc(NC(=O)CC2C(=O)N(c3cccc(C)c3)C(=O)N2C2CCCC2)cc1,0.6814,0.8117,0.0205,0.7837,0.0554,0.277,0.8718,-13.341,3.288
149,O=C(COC(=O)c1ccc(S(=O)(=O)C(F)F)cc1)Nc1ccccc1C(=O)NC1CC1,0.5573,0.8142,0.0204,0.7835,0.0555,0.2772,0.8725,-13.32,3.287
150,CCOC(=O)c1ccc(S(=O)(=O)N2CCC(C(=O)NCC3COc4ccccc4O3)CC2)cc1,0.6424,0.8121,0.0203,0.7832,0.0557,0.2772,0.8724,-13.273,3.282
151,COC(=O)c1ccc(NC(=O)C2CCN(C(=O)c3ccc([N+](=O)[O-])cc3)CC2)cc1,0.6602,0.8129,0.0203,0.783,0.0558,0.2775,0.8746,-13.232,3.277
152,Cc1ccc(C(=O)Nc2ccc(C(=O)O)cc2)cc1S(=O)(=O)N1CCC(C)CC1,0.638,0.8124,0.0202,0.7828,0.056,0.2781,0.8756,-13.172,3.268
153,CCOC(=O)N1CCN(C(=O)c2cc(Cl)ccc2NC(=O)c2ccc(OC)cc2)CC1,0.6434,0.8128,0.0201,0.7825,0.0562,0.2781,0.8774,-13.128,3.263
154,CCOC(=O)Cn1c(=O)oc2cc(S(=O)(=O)N3CCN(c4ccc(C(C)=O)cc4)CC3)ccc21,0.6135,0.8132,0.0201,0.7822,0.0564,0.2781,0.8777,-13.072,3.256
155,Cc1ccc(C(=O)COC(=O)c2ccccc2N2C(=O)C3C4CCC(C4)C3C2=O)cc1C,0.5275,0.8118,0.02,0.7819,0.0567,0.2781,0.8791,-13.016,3.248
156,CCOc1cccc(C(=O)Nc2cc(C(=O)OC)ccc2N2CCN(CC)CC2)c1,0.3713,0.8115,0.02,0.7818,0.0567,0.278,0.8792,-13.012,3.249
157,CCOC(=O)N1CCN(C(=O)C(CC(C)C)NS(=O)(=O)c2ccc3c(c2)oc(=O)n3C)CC1,0.577,0.8123,0.0199,0.7814,0.0568,0.2789,0.879,-12.986,3.251
158,Cc1cc(COc2ccc(C(=O)NC3CN(C(=O)C(C)C)CC3C(=O)NO)cc2)c2ccccc2n1,0.6034,0.8119,0.0198,0.7814,0.0568,0.279,0.879,-12.977,3.249
159,CCOC(=O)C1CCN(C(=O)c2ccc(NS(=O)(=O)c3ccc(F)cc3C)cc2)CC1,0.6163,0.8124,0.0198,0.781,0.057,0.2796,0.8782,-12.928,3.245
160,O=C(O)C(Cc1ccc(OCc2c(Cl)cccc2Cl)cc1)NC(=O)C1OCOC1C(=O)N1CCOCC1,0.5985,0.8123,0.0197,0.7808,0.0571,0.2796,0.8783,-12.9,3.242
161,CCOC(=O)C(Cc1ccc(NC(=O)c2c(Cl)cncc2Cl)cc1)NC(=O)C1CC(NC2CCC2)CN1S(=O)(=O)c1cccc(C#N)c1,0.6194,0.8131,0.0196,0.7808,0.0571,0.2797,0.8785,-12.898,3.242
162,CCCC(NC(=O)C1CC(S(=O)(=O)c2ccc(N3CCOCC3)cc2Cl)CN1C(=O)C1(c2ccc(Cl)cc2)CC1)C(=O)C(=O)NC1CC1,0.6023,0.8128,0.0196,0.7807,0.0571,0.2801,0.8786,-12.896,3.243
163,COc1ccc(S(=O)(=O)N(C)CC2Oc3ccc(NC(=O)C4CCCCC4)cc3CC(=O)N(C(C)CO)CC2C)cc1,0.642,0.8137,0.0195,0.7807,0.0572,0.2801,0.879,-12.879,3.24
164,COc1ccc(NC(=O)C2C(C(=O)NCCC(N)=O)C3CCC2C32CC2)cc1,0.5991,0.8118,0.0195,0.7806,0.0573,0.2806,0.881,-12.841,3.232
165,CCOC(=O)CN1CC23C=CC(O2)C(C(=O)Nc2ccc(C(C)=O)cc2)C3C1=O,0.5874,0.8136,0.0194,0.7806,0.0574,0.2811,0.8819,-12.831,3.23
166,Cc1cn(C2CC(O)C(CNC(=O)Nc3ccc(OC4CCOCC4)cc3)O2)c(=O)[nH]c1=O,0.6131,0.813,0.0193,0.7806,0.0574,0.281,0.8816,-12.828,3.23
167,COc1ccc(S(=O)(=O)N2CCCC2C(=O)NCC(=O)Nc2cccc(Cl)c2C)cc1,0.6166,0.8139,0.0193,0.7805,0.0575,0.2813,0.8822,-12.81,3.227
168,Cc1cc(NC(=O)C(=O)O)cc(C)c1S(=O)(=O)c1ccc(O)c(C2CCCCC2)c1,0.6517,0.8109,0.0192,0.7803,0.0576,0.2815,0.8829,-12.777,3.222
169,CC(=N)N1CCC(Oc2ccc3c(c2)CC(C=Cc2cc(C(=N)N)ccc2O)N3S(=O)(=O)CC(=O)O)CC1,0.6581,0.8156,0.0192,0.7802,0.0576,0.2817,0.8836,-12.783,3.226
170,COc1ccc2c(c1)CCC(NS(=O)(=O)CC1CCCCC1)C(=O)N2CC(=O)NC1CCCN(C(=N)N)C1O,0.6066,0.8171,0.0191,0.7802,0.0576,0.2826,0.8841,-12.781,3.226
171,Cc1ccc(NC(=O)COC(=O)CNC(=O)C2CCCCC2)cc1S(=O)(=O)N(C)C,0.5557,0.8137,0.0191,0.7802,0.0575,0.2828,0.8841,-12.786,3.228
172,CC(C)N(C(=O)C1CCCCC1)c1ccc2c(c1)nc(NC(=O)c1ccc(C#N)cc1)n2CCC(N)=O,0.6199,0.813,0.019,0.7801,0.0576,0.2828,0.8841,-12.767,3.224
173,COC(=O)C(CNC1CCCCC1)n1c(=O)n2n(c1=O)C(C(=O)NCc1ccc(N)nc1C)C=CC2,0.5804,0.813,0.019,0.78,0.0576,0.283,0.8834,-12.76,3.224
174,COc1ccc2cc(S(=O)(=O)NC(Cc3ccc(C(=N)N)s3)C(=O)N(C)C3CCCC3)ccc2c1,0.6328,0.8126,0.0189,0.78,0.0577,0.283,0.8841,-12.755,3.224
175,COc1cc(NC(=O)CN2C(=O)COc3ccc(S(=O)(=O)NC4CCCC4)cc32)cc(OC)c1,0.5709,0.8152,0.0188,0.7799,0.0577,0.2837,0.8849,-12.743,3.222
176,CCOC(=O)C1CCCN(C(=O)c2cccc(S(=O)(=O)N(C)c3ccc(OC)cc3)c2)C1,0.6552,0.814,0.0188,0.7798,0.0578,0.2834,0.8851,-12.728,3.22
177,COc1ccc(C(CC(=O)O)NS(=O)(=O)c2ccc3c(c2)N(C(C)=O)CC(C)O3)cc1,0.5931,0.8152,0.0187,0.7797,0.0579,0.2838,0.8853,-12.697,3.216
178,N=C(N)c1ccc2oc(C(=O)N3CCCC(C(=O)NC(CC(=O)O)c4ccccc4)C3)cc2c1,0.6808,0.815,0.0187,0.7796,0.0579,0.2839,0.8848,-12.689,3.215
179,N=C(N)N1CCCC(NC(=O)C2CC3CCC(O)CC3N2C(=O)C(Cc2ccc(O)cc2)NC(=O)C(O)Cc2ccc(OS(=O)(=O)O)cc2)C1O,0.6159,0.8162,0.0186,0.7795,0.058,0.2847,0.8822,-12.685,3.216
180,O=C(NC1CNCCCC1OC(=O)c1cc(O)c(C(=O)c2ncccc2C(=O)O)c(O)c1)c1ccc(O)cc1,0.6287,0.8158,0.0186,0.7795,0.058,0.2849,0.8825,-12.683,3.216
181,CN(C(=O)c1ccc(NC(=O)Cc2cccc(NC(=O)C3CCCN(C(=O)C4CC4)C3)c2)cc1)C1CCCC1,0.6728,0.8172,0.0185,0.7795,0.058,0.2851,0.8817,-12.681,3.217
182,COc1ccc(C(=O)Nc2ccccc2NC(=O)C2CCCN(C(=N)N)C2)cc1,0.6548,0.8196,0.0185,0.7794,0.0581,0.2848,0.8799,-12.644,3.209
183,NCC1CCC(C(=O)N2CCc3ccccc3C2C(=O)Nc2ccc(C(=O)O)cc2)CC1,0.712,0.82,0.0184,0.7793,0.0582,0.2856,0.8797,-12.622,3.206
184,CC(=O)c1ccc(N2CCN(C(=O)CN3CCC(C(=O)Nc4ccc(O)c(F)c4)C3)CC2)cc1,0.7009,0.8255,0.0184,0.7792,0.0582,0.2857,0.8794,-12.619,3.207
185,CC(=O)N1CCCC(COc2ccc(C(=O)N3CCC(N4C(=O)OCc5ccccc54)CC3)cc2)C1,0.5683,0.8261,0.0183,0.779,0.0584,0.2854,0.8802,-12.583,3.201
186,CN1C(=O)C(C(O)C2CCCCC2)NC(=O)C12CCN(Cc1ccc(Oc3ccc(C(=O)O)cc3)cc1)CC2,0.7117,0.825,0.0183,0.7789,0.0585,0.2854,0.8801,-12.566,3.199
187,CC(C)CC1C(=O)NC(C(=O)c2ccc(CO)cc2)Cc2ccc(cc2)OCCCCC1C(=O)NO,0.6552,0.8293,0.0182,0.7788,0.0585,0.2847,0.8807,-12.554,3.199
188,CC(=O)Oc1ccc(N2C(=O)C3C(C2=O)C(C(=O)c2ccc(Cl)cc2)N2CCCC32)cc1,0.579,0.8305,0.0182,0.7788,0.0585,0.2849,0.8813,-12.546,3.197
189,CC(NC(=O)c1ccc2c(c1)nc(-c1ccoc1)n2C1CCCCC1)C(=O)Nc1ccc(C(=O)O)cc1,0.4989,0.8303,0.0181,0.7787,0.0585,0.2849,0.8813,-12.543,3.199
190,CC(=O)Nc1ccc(OP(=O)(Oc2ccc(NC(C)=O)cc2)C2CCCN2C(=O)C(N)CCCCN)cc1,0.6334,0.8259,0.0181,0.7786,0.0586,0.2831,0.8824,-12.528,3.197
191,CNC(=O)C(C(=O)NO)N(C)C(=O)c1ccc(C#Cc2ccc(CN3CCCOCC3)cc2)cc1,0.6413,0.8264,0.018,0.7785,0.0586,0.2821,0.8824,-12.526,3.197
192,CN(C)S(=O)(=O)c1ccc(C(=O)Nc2ccc(OCC(=O)N3CCOCC3)cc2)cc1,0.6281,0.8302,0.018,0.7785,0.0586,0.2821,0.8828,-12.518,3.197
193,CNC(=O)COCC(=O)N1CCC(C(=O)N(CCCN2CCC(Cc3ccc(C(N)=O)cc3)CC2)c2ccc(C)c(Cl)c2)CC1,0.6993,0.8289,0.0179,0.7782,0.0589,0.2821,0.8829,-12.451,3.186
194,Cc1cc2cc(NC(=NC(=O)c3ccc(C(=O)N(C)C)cc3)NC3CCCCN(CC(=O)N4CCCC4)C3=O)ccc2o1,0.6231,0.8297,0.0179,0.7782,0.0589,0.2818,0.8855,-12.452,3.186
195,COc1cc(C)ccc1S(=O)(=O)NC(=O)C1(C)CCN1C(=O)c1ccc(C2CCCCC2)cc1,0.6267,0.8292,0.0179,0.7781,0.059,0.2818,0.8855,-12.443,3.184
196,COc1ccc(N2C(=O)CCC(C(=O)N3CCC(C(N)=O)CC3)C2c2ccc(F)cc2)cc1,0.7187,0.8288,0.0178,0.7781,0.059,0.2822,0.8855,-12.436,3.184
197,C=C(c1ccc(S(=O)(=O)c2ccc(OC)cc2)cc1)C1CCN(C2CCN(C(=O)OCC(C)C)CC2)CC1,0.349,0.8372,0.0178,0.778,0.059,0.2858,0.8893,-12.426,3.184
198,O=C(O)C(Cc1ccc(N2CCCC2=O)cc1)NC(=O)C1CCC(=O)N1Cc1ccccc1,0.6686,0.8333,0.0177,0.7779,0.0591,0.2845,0.8824,-12.415,3.182
199,Cn1c(=O)c(Cc2ccc(C(=N)N)cc2)nc2cc(C3(N(C(=O)CC(=O)O)C4CCCC4)CC3)ccc21,0.6617,0.8305,0.0177,0.7774,0.0592,0.2848,0.883,-12.388,3.186
