BO Iteration,Selected SMILES,True f,UCB+nov,eta_t,novelty_mean,novelty_std,ucb_low,ucb_high,novz_low,novz_high
137,O=C(Nc1ncc(-c2cn(CCO)nn2)s1)C(CC1CCOCC1)c1ccc(S(=O)(=O)C2CC2)cc1,0.6246,0.8075,0.0213,0.7935,0.0546,0.2828,0.8655,-12.238,3.087
138,O=C(NCc1ccc(S(=O)(=O)N2CCC(N3CCCC3)CC2)cn1)c1cc2ccncc2o1,0.6246,0.8098,0.0212,0.7934,0.0547,0.2828,0.8653,-12.227,3.085
139,Cc1cc(-n2cnnn2)ncc1CC(=O)N1CCN2CC(c3ccc4c(c3)CCOC4=O)OCC2C1,0.6544,0.809,0.0211,0.7933,0.0547,0.2827,0.8659,-12.211,3.084
140,N#Cc1ccc(-c2n[nH]c3c2Cc2ccc(NC(=O)CCN4CCOCC4)cc2-3)cn1,0.6229,0.8103,0.0211,0.7933,0.0548,0.2825,0.8677,-12.194,3.081
141,O=C(Nc1csc(-c2nncn2C2CC2)n1)c1cc(-n2cnc(C3CC3)c2)c(N2CCOCC2)cn1,0.6012,0.8081,0.021,0.7933,0.0548,0.2825,0.868,-12.188,3.08
142,O=C(c1nc2ccccc2[nH]1)N1CC(c2nccnc2N2CCC(CCO)CC2)C1,0.6197,0.8088,0.0209,0.7932,0.0549,0.2824,0.8679,-12.181,3.078
143,CC1CN(c2ccc(-c3cc4ncn(C)c(=O)c4c(N4CCC(CO)C4)n3)cc2)CCO1,0.6117,0.8099,0.0208,0.7931,0.0549,0.2824,0.8693,-12.161,3.077
144,CCC1CN(c2ncc(C(=O)NCC(C)O)nc2Cl)CCN1C1CCN(C(=O)c2ccc(Cl)nc2N)CC1,0.596,0.8102,0.0208,0.793,0.055,0.2823,0.8704,-12.142,3.073
145,O=C(CCc1ccc(Nc2nccc(Nc3cc(C4CC4)n[nH]3)n2)cc1)NCCN1CCOCC1,0.6204,0.8089,0.0207,0.793,0.055,0.2821,0.8706,-12.137,3.072
146,Cc1ccc(-n2nc(C3CCN(C4CN(S(C)(=O)=O)C4)CC3)cc2N=C(O)c2cnn3cccnc23)cc1,0.6467,0.8098,0.0206,0.793,0.0551,0.2821,0.8693,-12.123,3.07
147,CNC(=O)C1CCCN(c2ccc(Nc3ncc(C(N)=O)c(NC4CC4)n3)cc2)C1,0.598,0.8123,0.0205,0.7928,0.0555,0.282,0.8703,-12.039,3.052
148,Cc1cc(C2CCC2)c(C(=O)O)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,0.4912,0.8115,0.0205,0.7928,0.0555,0.282,0.8702,-12.028,3.05
149,CN1CCN(c2ccc(NC(=O)Nc3ccc(-c4nc(N5C(CO)CCC5CO)nc(N5C6CCC5COC6)n4)cc3)cc2)CC1,0.6257,0.8098,0.0204,0.7926,0.0557,0.2823,0.869,-11.986,3.043
150,O=C(Nc1ccc(N2CCC(C(O)=NCC3CCOCC3)CC2)cc1)N1Cc2ccncc2C1,0.6587,0.8122,0.0203,0.7926,0.0558,0.2822,0.8684,-11.968,3.039
151,COC(=O)Nc1ccc(-c2cnc(C3CC(N4CCN(S(C)(=O)=O)CC4)CN3C(=O)C3CCN(C(=N)N)CC3)[nH]2)cc1,0.6227,0.8118,0.0203,0.7925,0.0559,0.2821,0.8711,-11.945,3.035
152,O=C(NCC(NS(=O)(=O)c1ccccc1)C(=O)O)c1cnc(N2CCN(C3CCNCC3)CC2)s1,0.576,0.8136,0.0202,0.7925,0.0559,0.282,0.8712,-11.944,3.035
153,O=C(Nc1ccccn1)c1cc2nc(-c3ccc(NC(=O)C45CC6CC(CC(C6)C4)C5)cc3)[nH]c2cn1,0.4332,0.8131,0.0201,0.7923,0.0558,0.282,0.8722,-11.948,3.041
154,O=c1c(CO)cc2cnc(Nc3ccc(N4CCNCC4)cc3)nc2n1C1CCCC1,0.6675,0.8131,0.0201,0.792,0.0559,0.2821,0.8722,-11.927,3.042
155,N=C1N(C2CCCCC2)CCN1S(=O)(=O)c1ccc(CCNC(=O)c2cnccn2)cc1,0.6309,0.813,0.02,0.7919,0.056,0.2821,0.8716,-11.899,3.037
156,COc1ccc(S(=O)(=O)N2CC(C(=O)N3CCN(c4ccncc4)CC3)C2)cn1,0.6212,0.8155,0.02,0.7918,0.0562,0.282,0.8713,-11.863,3.031
157,O=C(Nc1ccc2scnc2c1)N1CCN(C2CCCCC2O)CC1,0.3104,0.8142,0.0199,0.7916,0.0564,0.282,0.8716,-11.824,3.025
158,CN1CCN(c2ccc(CNc3ncc4c(n3)-c3c(c(C(N)=O)cn3C)CC4)cc2)CC1,0.5795,0.8168,0.0198,0.7915,0.0564,0.2821,0.872,-11.822,3.026
159,Cc1cc(S(=O)(=O)N2CCOCC2)cnc1-c1ccc2c(c1)CCC(C)N2C(=O)c1ccc(O)cc1O,0.6771,0.8146,0.0198,0.7914,0.0565,0.2821,0.872,-11.8,3.022
160,NC(=O)c1cc(-c2cnc(Nc3ccc(N4CCOCC4)cc3)c3nccn23)co1,0.5917,0.8165,0.0197,0.7912,0.0567,0.2819,0.8735,-11.759,3.016
161,O=S(=O)(c1ccc(CN=C(O)N2Cc3ccncc3C2)nc1)c1ccc(N2CCOCC2)nc1,0.6143,0.8166,0.0196,0.7912,0.0568,0.2819,0.8736,-11.734,3.011
162,COc1ccc(-n2ncc3c(=O)n(CC(=O)Nc4ccc(S(=O)(=O)N5CCOCC5)cc4)cnc32)cc1,0.599,0.817,0.0196,0.7912,0.0568,0.2819,0.8732,-11.728,3.01
163,Cn1cc(Nc2nccc(-c3ccc(N4CCC(C(N)=O)CC4)c(C#N)c3)n2)cn1,0.599,0.8167,0.0195,0.7904,0.0572,0.2819,0.8729,-11.633,3.002
164,O=C(O)CN1CCC(c2c(C=Cc3ccc4ccccc4n3)nc3c(N4CCOCC4)ccnn23)CC1,0.6884,0.8117,0.0195,0.7904,0.0573,0.282,0.872,-11.621,3.0
165,O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)N1CCc2c(-c3cccnc3)cccc21,0.6385,0.8148,0.0194,0.7903,0.0573,0.2819,0.8737,-11.605,2.998
166,O=C(O)c1nccnc1C(=O)Nc1ccccc1N1CCOCC1,0.6167,0.816,0.0193,0.7902,0.0574,0.2818,0.876,-11.585,2.994
167,CN(C)C(=O)N1CC=C(c2cc3c(-c4cccc(N5CCc6cc(C7CC7)ccc6C5=O)c4CO)ncnc3[nH]2)CC1,0.5515,0.815,0.0193,0.79,0.0575,0.2818,0.8761,-11.557,2.992
168,O=C(NCCN1CCOCC1)c1cnn2ccc(N3CCCC3c3cc(F)ccc3CO)nc12,0.6607,0.814,0.0192,0.7899,0.0576,0.2818,0.876,-11.55,2.991
169,COC1CCN(c2nc3ccc(NC(=O)c4c(C(=O)N5CCOCC5)cnn4C)cn3n2)C1,0.5862,0.8167,0.0192,0.7899,0.0576,0.2819,0.8781,-11.534,2.988
170,COc1cc(-c2ccc3ncc(C(=O)C4CC4)c(N4CCC(CN5CCOCC5)CC4)c3c2)cc(Cl)c1O,0.3389,0.8162,0.0191,0.7899,0.0577,0.2819,0.8786,-11.532,2.987
171,Cn1c(=O)n(Cc2ccccc2C#N)c2c(N3CCCC(N)C3)cc(C(=O)O)nc21,0.6073,0.8181,0.0191,0.7898,0.0577,0.2825,0.8741,-11.523,2.986
172,C=C(C)C(=O)N1CCC(CN(C2Cc3cc(C#N)ccc3N(Cc3cncn3C)C2)S(=O)(=O)c2ccccn2)CC1,0.6512,0.8141,0.019,0.7897,0.0577,0.2824,0.8738,-11.51,2.987
173,O=C(CN1CCCC1)N1CCCC1c1nc(O)cc(-c2ccccn2)n1,0.5956,0.8139,0.019,0.7896,0.0579,0.2823,0.8732,-11.482,2.98
174,O=C(CNC(=O)c1ccccn1)NC12CCC(=O)C3Oc4c(O)ccc5c4C31CCN(CC1CC1)C2C5,0.6459,0.8135,0.0189,0.7895,0.0579,0.2822,0.8736,-11.478,2.982
175,CC12c3[nH]c4ccccc4c3CCN1C(=O)C(CC(=O)NCCc1ccccn1)CC2C(=O)N1CCOCC1,0.6498,0.8199,0.0188,0.7893,0.058,0.2822,0.8727,-11.453,2.979
176,O=C(CCC1OC(n2ccc(=O)[nH]c2=O)C(O)C1O)N1CCN(c2ccccn2)CC1,0.6502,0.8208,0.0188,0.7891,0.0581,0.282,0.8745,-11.435,2.98
177,O=C(O)c1ccc(O)c2ncc(N3CCCCC3CCc3ccccn3)cc12,0.6968,0.8213,0.0187,0.7889,0.0581,0.2819,0.8734,-11.423,2.98
178,O=C(Cc1cc2ccccc2[nH]1)N1CCC(Nc2ncc(C(O)=NO)cn2)(c2ccccc2)CC1,0.709,0.8231,0.0187,0.7888,0.0581,0.2819,0.8726,-11.423,2.981
179,O=C(NCc1cccc(N2CCN(C(=O)Cc3nnn[nH]3)CC2)c1)c1nc2ccccc2c(=O)[nH]1,0.5831,0.8253,0.0186,0.7882,0.058,0.2815,0.8735,-11.435,2.999
180,O=C(Nc1cc(-c2cccnc2)cn(CC(F)(F)F)c1=O)N1CCC(n2c(=O)[nH]c3ncccc32)CC1,0.6279,0.8237,0.0186,0.788,0.0581,0.2815,0.8736,-11.417,2.999
181,CC1(NC(=O)c2cc(CN3CCC(C#N)(c4ccccn4)CC3)c3ccccn3c2=O)CCCCC1O,0.6856,0.8237,0.0185,0.7879,0.0581,0.2836,0.8754,-11.406,2.997
182,Cc1cc(CC(CC(=O)N2CCC(N3Cc4ccccc4NC3=O)CC2)c2ccc(CO)cn2)cc2cn[nH]c12,0.6764,0.8243,0.0185,0.7879,0.0581,0.2832,0.8759,-11.403,2.998
183,Cc1nc2cccnc2n1-c1ccc(CC(NC2=C(Br)C(=O)C23CCCCC3)C(=O)O)cc1,0.6397,0.8262,0.0184,0.7878,0.0582,0.2828,0.8804,-11.397,2.997
184,O=C(NC(Cc1c[nH]c2ccccc12)C(=O)O)c1cnn2c(C3CCCCC3)c(-c3ccc(F)cc3)cnc12,0.449,0.8267,0.0184,0.7878,0.0582,0.2827,0.8808,-11.397,2.998
185,O=C(CN1CCCC1=O)N1CCC(O)(Cn2ccc3ccncc32)CC1,0.505,0.8289,0.0183,0.7872,0.0583,0.2826,0.8824,-11.356,3.0
186,Cc1ccc(C(=O)C2=C(O)C(=O)N(CCN3CCOCC3)C2c2ccccn2)o1,0.6796,0.827,0.0183,0.7872,0.0583,0.2827,0.8814,-11.353,3.0
187,O=C(O)c1cc(S(=O)(=O)N2CCOCC2)c(Sc2ccccn2)cc1Sc1ccccn1,0.6212,0.8294,0.0182,0.787,0.0585,0.2828,0.883,-11.322,2.995
188,Cc1ccc(C(C(=O)N2CCOCC2)N2C(=O)C(C3Cc4ccccc4C3)NC(=O)C2CC(C)(C)C)cn1,0.6181,0.8288,0.0182,0.7869,0.0585,0.2829,0.8826,-11.318,2.995
189,O=C(CSc1nc(O)c2cnn(-c3ccccc3)c2n1)N1CCOCC1,0.576,0.8307,0.0181,0.7869,0.0585,0.2831,0.8841,-11.317,2.997
190,CCN1CCC2(CCN(C(=O)c3cc4cc(Nc5nccc(-c6ccccn6)n5)ccc4[nH]3)C2)C1,0.6288,0.8277,0.0181,0.7866,0.0586,0.2831,0.8841,-11.283,2.994
191,N#CCC1(n2cc(C(=N)O)c(=Nc3ccnc(F)c3)[nH]2)CCN(Cc2ccc(O)nc2)CC1,0.6238,0.8266,0.018,0.7865,0.0587,0.283,0.8834,-11.272,2.992
192,Cc1c(C(=O)NCC2(N3CCCCC3)CCCC2)cnn1-c1nccc(-c2ccccc2F)n1,0.4323,0.8273,0.018,0.7865,0.0588,0.2832,0.883,-11.252,2.987
193,CC(=NN=C(O)CN1CCOCC1)c1cnc2nnn(Cc3ccc4ncccc4c3)c2n1,0.5754,0.8276,0.0179,0.7864,0.0588,0.2828,0.8834,-11.246,2.987
194,O=C(Cn1cc(-c2c(-c3ccccc3)oc3cc(O)c(C(=O)O)cc23)nn1)Nc1ccc(N2CCOCC2)cc1,0.6015,0.827,0.0179,0.7864,0.0588,0.2828,0.8834,-11.24,2.986
195,Cc1cn(CC(CC(=O)O)NC(=O)OCc2ccccc2)c(=O)nc1N1CCC(CNc2ncccn2)CC1,0.6081,0.8273,0.0179,0.786,0.0589,0.2828,0.8832,-11.225,2.99
196,Cc1ncccc1C(C#N)N1CCN(C(=O)CC(NC(=O)c2ncccc2O)c2ccccc2)CC1,0.7145,0.827,0.0178,0.7854,0.0587,0.2827,0.8827,-11.242,3.008
197,CCC(N=C(O)c1cc(C(=O)N2CCN(c3ccccn3)CC2C)n2c1COCC2)c1ccccc1,0.6071,0.8335,0.0178,0.7851,0.0588,0.2823,0.8844,-11.223,3.01
198,O=C(Cc1ccccn1)N1CCN(C(=O)c2cccc3[nH]ncc23)CC1,0.5779,0.8292,0.0177,0.785,0.0589,0.2823,0.8838,-11.198,3.005
199,COc1cnc2ccc(=O)n(CCN3CCC(NC(=O)c4cnc(C)c(C#N)c4)CC3)c2c1,0.6651,0.8279,0.0177,0.7849,0.059,0.2823,0.8838,-11.183,3.003
